id,review,target
train_529,이 영화 징리야 왜그래,1
train_530,지루하고 엉망진창이다. 걍 포티아라는 매력적인 여배우를 발견한걸로 만족하련다,0
train_531,뒤로갈수록 재미없음 처음엔 좀 재밌음,0
train_532,"9천원투자, 관객수 +1 명 추가요 ~~ 전재홍 멋쟁이..",1
train_533,언제까지나 두고두고 보고싶은 그런 영화!!,1
train_534,초6인가 중1때보고 무서워서 몇달간 패닉이였는데..전설의 고양과 토요미스테리와 어깨를 마주하던..추억의 공포영화 ㅠㅠㅋ,1
train_535,거러췌 바로 오리지날 쌍라이트구나..,1
train_536,내가 이거보고 얼마나 울었는데ㅠㅠㅠㅠ,1
train_537,독일영화는 잼있을까 하고 봤는데 초반 설명도 너무 많고 살인사건 나고 잠깐 잼있다 말았다. 여즘 재미난 영화들이 많다보니 상대적으로 진부하단 생각도 들고,0
train_538,귀여운벤지.. 똑똑한 벤지 예쁘고 귀여운 친구... 압삘럽 ㅎ,1
train_539,좀 아쉽지만 평점올려주고 싶다!,1
train_540,아~dvd로 갖고파라~,1
train_541,평점이낮아서 좀올려줍니다 이렇게 재미없는영화아닌데,1
train_542,사상 최악쓰레기의 영화,0
train_543,이게 7점대 영화는 아니라고 생각한다 정말 소름끼치는 영화!,1
train_544,이영화를 난 극장가서 봤다....,0
train_545,상상을 하지마 상상을.상상을 안하면 존나게 즐거워~,1
train_546,글쎄~ 별로던데~,0
train_547,안보신분들은 무조건 보시라고 추천하고 싶습니다. 영화에 대해 별 사전지식 없이 봤는데 엄청 몰입해서 재밌게 봤네요. 평점이 9점 이상은 되야 맞을것 같은데...,1
train_548,? 니들이 매주 저렇게 노래만들어봐얼마나 잘하는지좀보자10~30대가 공감할노래가..아니야?내가제일잘나가 ~~이런건 공감하냐?나는 남자없이잘살아~~이런거?ㅡㅡ무슨 개미가 똥굴리는소리들이야나안봐!!!,0
train_549,괜찮아,1
train_550,이종석 최최최고!!! 드라마가 아닌 실재 상황인듯 착각하게 만드는 연기...넘 멋져....인하랑도 잘되어야하는데,1
train_551,감동적이네요,1
train_552,순수한 영화. 보면 기분이 괜스레 좋아지는,1
train_553,기대이상의 공포 하지만 아쉬운 마무리,1
train_554,좋았네요~,1
train_555,근데 막판에 왠 로봇이지 ㅋㅋ,1
train_556,배우들 이름 만으로도 보고싶다라는 생각을 들게합니다개인적으로 재밌게 봤고 추천도 하고 싶어요,1
train_557,완죤~~ 좋죠~~^^최고다~~^^,1
train_558,개그도 안웃겨... 그래도 돈은 벌고 싶어...,0
train_559,마일즈텔러의 연기도 훌륭했다. 잔잔하고 먹먹한 영화~~~^^,1
train_560,"다큐와 영화가 공존하며 많은 메세지를 준비한 것이 엿보이는 영화 , 억지 동기와 연속이 과한편이고 주인공 주위사람과의 공존의 가치보단 본인의 행복을 최우선시하는 욕심이 선을 바라는 관객에 동의를 구하기 어렵다",0
train_561,소아적인,0
train_562,제가 본 액션 영화중에 최고입니다,1
train_563,의도가 사장되었다.,0
train_564,조금은 촌스러운것 같으면서도 세련된 영상미에 웬지 모를 향수를 느꼈다.,1
train_565,히야 카메라 기법 연출력이 장난아니네여 흑백에더 불구하고 정말 재밌게 보았네여 알프레드 히치콕 찰리 채플린 등 제가 흑백영화를 정말정말 좋아하는데 정말 재밌게 봤어요,1
train_566,물체가 움직이거나 어떤 일이 진행되는 빠르기,0
train_567,원작 안보고 봤는데 개연성 없는 이야기 전개...ㅡㅡ 생략한 부분이 많은듯? 일본식 감성도 싫다. 괜히 봄.,0
train_568,마지막의 긴장감이란 엄청났다. 니콜슨을 죽이고싶었다.,1
train_569,영화보다 영화속에 나오는 노래가 더궁금한 영화,0
train_570,전혀 긴장 안되는 지루한 영화,0
train_571,유익한 영화 였던것 같다,1
train_572,말이 필요 없는 아바의 노래들,1
train_573,4도나왔으면 좋겠네여,1
train_574,호양왕자 는 사람인가요 인형인가요? 아역이라지만 표정이 포커페이스네여,0
train_575,"이렇게 병맛스러운 판타지 사극은 촉산전, 중천 이후로 너무 오랜만이라 10점 준다",1
train_576,일단 재미 없다.밑에 있는 분들이 재미 없음은 이야기 했지만..솔직히 ...망상과 침략이라는 느낌은 없었다.차라리 우리나라 영화중에 재미없게본 애정결핍이 두 남자에게 미치는 영향 이라는 일본판 영화라는 정도...일본 배우들의 한국어 연기는 정말 과관.,0
train_577,아 재미없다 1편을 안봐봐서 그런가...,0
train_578,정윤희씨의 최고매력영화 강추!!!,1
train_579,홧팅~,1
train_580,평점 너무 낮다 8점정도가 적당하다고 생각,1
train_581,ㅋㅋ,1
train_582,장의사. 참 위대한 직업같다 ...,1
train_583,정말답답하네요~~질질끌지말고빨리빨리한정임이모든사실다알고복수했으면좋겠어요~~,0
train_584,"이배우들로 영화를 이렇게 밖에 못만드냐 감독, 제작진은 지금까지 모했노 이기야!!!",0
train_585,"보고 싶고 듣고 싶은것이 진실인지, 그 순간 있었던 일이 진실인지..",0
train_586,3편은 안나오겠죠,0
train_587,진짜 재미있게 봤다. 최고다,1
train_588,오랜만에 가슴 벅찬 감동을 느꼈습니다,1
train_589,남자라면 꼭 봐야할 영화.,1
train_590,"영화 자체가 찐따수준임.. 특히 배우들,...",0
train_591,"콩닥콩닥 가슴 졸이며 봤던, 브래드 정말 이녀석 멋지다 그냥 십대가 아니었어",1
train_592,남주인공이 정말 사랑스러운 영화^^,1
train_593,보다가 우울증올뻔했네요. 등장인물 진짜 전부다 정신병자임 ㅡㅡ,0
train_594,"개연성 부족하고, 내용도 연결이 안되고, 금융권 엘리트라는 것들이 하는 짓은 답답함을 넘어 멍청하기까지 하고.. 이것저것 다 차치하고 최소한 긴장감이라도 있었어야지",0
train_595,이짧은 후기를적는데에도 고민이많이된다. 정말 말이필요없는영화다 존레넌포에버,1
train_596,어릴때 본 영화라 자세한 평은 못하지만...좋은 기억으로 남아있는 영화~,1
train_597,"사탄은 뮤탈리스크, 캐서방은 칼 든 마린이었다네.",0
train_598,"아무리 영화라고 하지만, 영화가 아무리 자유로운 포맷이라고 하지만 이건 한 마디로 쓰 ㄹ ㅔ 기다.",0
train_599,"이게 영화냐 18.. 감동은 조빠는 소리들 하고 자빠졌네,, 개 쓰레기들 쳐 모아가지고 웃기지도 않고 감동 재미도 없고 3류 쓰레기 중에 개 쓰레기 영화 18 눈 배렸다",0
train_600,어제? 아침까지 애청자였으나. 김지영 출생 얘기부터 안보기로함. 막장도 양념이나 지나쳐서 구역질남. 거의 100회만에 채널 돌림. 굿바이.,0
train_601,처음으로 10점준다 진짜 명작이다 꼭 봐라,1
train_602,최고의 영화입니다. 여러번 곱씹으면서 보세요. 감독이 숨겨진 디테일을 찾는 재미가 있는 영화합니다. 권력의 본질에 대한 연작이라는 점을 상기하면서 보는게 좋은 듯 하네요,1
train_603,강간판타지,0
train_604,인간떨거지된느거야 알겟어? 인관떨거쥐가 되는거라고 인고고고가고가고ㅓ고거ㅏㄱ!,1
train_605,국민들의 숨은괄호 기호 5번 무소속 조국입니다,1
train_606,베리 본다 노래가 정말좋아여,1
train_607,이렇게 정신건강에 해로운 영화는 난생처음. 거참....,0
train_608,감각적인 에로~,0
train_609,"제발 알바에 속지마세요,,, 시사회 다녀왔는데 다운받아 보기도 아까운 영화입니다.",0
train_610,글쎄..그냥 별루... 별감흥이없네..,0
train_611,아무리 배우가 좋아도 이건 진짜 너무하다는 생각이 듬....,0
train_612,"옹박 시리즈가 처음 나왔을 땐 신선했는데, 이 시리즈도 이젠 막장이군",0
train_613,재미있었어요. 진짜 최고로 재미있었어요.,1
train_614,"잔재미는 있다만,완전대본소스타일~그런데 어째서 이렇게스포츠신문연재만화같은거냐?",0
train_615,"홍상수의 시작, 그리고 한국영화의 또 다른 시작. 시간이 흐를수록 그 가치가 더욱 피어오르는 고전이 되어버린 어느 영화.",1
train_616,"BOB, 퍼시픽... 전쟁영화 왠만큼 보는 편인데 이런 건 본적이 없다; 분위기부터가 뭔가 다르다. 이게 70년대 영화라고? 대박....",1
train_617,엉성하고 유치하지만 황신혜의 새로운 면을 본것은 수확이다..,0
train_618,"1부에 진구, 임정은님이 너무 인상적이라 너무 큰 기대를 했다.",0
train_619,이걸 끝가지 다 보라고?,0
train_620,억지 스럽고 흐지 부지 한 병맛 영화. 스타 트렉 Storm Front 보다 허접 하고 병맛 돋음.,0
train_621,상영종료해서 일본판으로..재미있다!!!!!!!!!!!,1
train_622,연기..진짜 개못한다 김창완쌤때메 그나마 재미없는영화조금살린거,0
train_623,아 너무나도 섹시한 조지클루니!,1
train_624,최악이었는데...왜 좋다고하지? 주제도 별로고 재밌지도 않고 효민은 일본어 엄청 못하고 어색하고 배우하고 감독만 평판 안좋겠다,0
train_625,법치주의를 외면하면서 민주주의를 외치는 지극히 정치적인 충무로의 그림자.,0
train_626,9점. 해바라기의 ost로 더 유명한 안젤로의 용서를 딱 듣는 순간 조건반사처럼 울컥. 조폭이라는 소재만 딱 들어내고 보면 정말 우리나라의 교육 시스템부터의 문제를 나름 잘 보여 줌. 소장가치 있다고 봄.,1
train_627,"영화개봉할때부터봤는데막장이란거알면서도두번세번또보게되는영화..영화의배경이나소재,주인공들의연기가여운을남게하네요",1
train_628,그냥 망작이다 ㅡㅡ 뭐냐 도대체 이영화,0
train_629,스컹크의 파란만장 성장기!! 영국식 더헌트 같은데 좀더 재미있고 밝다. 팀로스 분량이 너무적다ㅜ 오스왈드들 나쁜X들임ㅋㅋ,1
train_630,"동성애자,이성애자를 떠나서 설레이는 감정을 잘 담은 예쁜 영화인듯..",1
train_631,불륜녀 쓰러졌을때 도와줬다는 꼬마~권선징악으로 차라리 안도와줬더라면 더 좋았을텐데 피해자는 죽고 가해자 남녀만 살아남았고 미친 두명이나 살인한 불륜녀는 꼬마에게 위로받네 기분나쁜영화 유튜브에서 공짜로 봤지만 기분나쁨,0
train_632,상상마당에서영화봤는데 주인공평이좋네요. 영화제대로보신건지 연기 너무별로였어요!,0
train_633,나도모르게 눈물 흘리는 영화 ㅠㅠ,1
train_634,어떤걸 어떻게 봐야 할까요???,0
train_635,매주 나의 힐링 프로그램ㅎㅎ,1
train_636,역시 김민종은 드라마. 거기에다가 OST까지. 김희선과의 조합은 괜찮은 듯. 악역으로 나온 송윤아도 상당히 매력적임. 활력 넘치는 호감 케릭터 이강토 굿,1
train_637,노련하기보단 이기적인주인공... 막판에 애아니었음어쩔럐??,0
train_638,비포선라이즈 완전 따라했네..와인얻는건 대놓고 카피...뭐하는건지..,0
train_639,필름이 좀 아까움 무슨메시지를 주는가 코믹? 호러? 정체가뭐지?,0
train_640,.,0
train_641,전광렬의 ‘허준’ 복사... 출연료와 제작비를 들여가며 방송하는 이유를 모르겠다!?.. 차라리 전광렬의 ‘허준’을 화질만 HD급으로 재방송하는 편이 훨씬 나을 것 같다.,0
train_642,@오떼블랑(bear****) 너 같은 스포일러 때문에 가끔 폭력충동이 인다. 머리 모자란 놈..ㅉㅉ,0
train_643,재미도 감동도 없고...,0
train_644,티비시리즈 3개를 연속으로 본느낌..최고로 지루하고 재미없음,0
train_645,오래전에 한번보고 기억에 오래 남았어요. 다시 보고 싶은 영화입니다.,1
train_646,학창시절에 봤던 기억. 아직도 생생.,1
train_647,진짜 웃긴 영화ㅋㅋㅋ,1
train_648,유치해 너무 재미없어...,0
train_649,옷깃만스쳐도 인연이지,1
train_650,이게 어떻게 코미디가 될수있죠..ㅜㅠ 이해하기 힘든 스페인 문화인듯..,0
train_651,진짜마지막에 뭔가슬프게끝나서아쉽다... 주인공여자진짜이쁘던데...새드엔딩으로 끝나서 슬프다.. 해피엔딩으로 끝내며너좋앗을텐데..,1
train_652,영상미가 아주 멋진 영화. 스토리는 그냥 그랬지만 영상미가 압도적이었기에 만점드립니다.,1
train_653,영화같지도 않은 영화를...,0
train_654,다른 세대에 태어났지만 보는내내 가슴 뛰며 열광했던 영화.조승우 신민아 최고!,1
train_655,넘지루해여편내용이다해람이ㅜㅜ해람이는정확히어떻게됫는지도안나오고 지루지루재밋게잘봐왔는데 짜증나려해여,0
train_656,납치까지..허허 원 갈수록 가관인거 같습니다 막이란 말이 이리가슴에 왼 닿을줄이야,0
train_657,어제 완전 재밌었슴! 사랑과전쟁 대표 여배우 셋이 나와 실감 연기의 끝장을 보여주더만~,1
train_658,"이야기보다는 영상으로, 설명해주기보다는 생각을 하게하는 영화. 재미있었어요!",1
train_659,많은것을 생각하게하는 내 인생의 최고의 명작,1
train_660,북한도 타는 자전거 사우디에서 못타게 한다니 참 무슨 석기시대냐 영화도 아니고 주제가 이해 불가한 주제군,0
train_661,"내 인생영화. 뱀파이어와의 로맨스를 꿈꾸게하는, 내 인생 최고의 영화.",1
train_662,눈 버렸다.,0
train_663,재밌었는데 왜평점이낮지;,1
train_664,진짜 너무한다. 무슨 대학도 아니고 고등학교 영화반 졸업작품 보는줄 알았다. 미쳐!!,0
train_665,극장에서 봤는데 어린나이에 얼마나 슬프던지...그립다,1
train_666,"오, 귀여워 귀여워..★",1
train_667,별 다섯개 주기 힘든영화,0
train_668,첨엔 좀 볼만한가 했더니;; 시간 아깝네,0
train_669,임오군란->동학혁명->청일전쟁->일제 합방의 일등공신 민비를 비너스로 만들었군.,0
train_670,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
train_671,"에릭로버츠를 제외한 출연배우들 대부분의 매우 어색한 연기...내용전개,설정,아동용같은 느낌의 CG...역시 포스터만 그럴싸하고 참으로 황당하고 조잡한 공포물...빵점",0
train_672,사는건 힘든거 같다. 시간 가는 줄 모르고 봤네요!,1
train_673,소재에 함몰된 영화..,0
train_674,고인에 대한 모독같아 보이는 영화나오미 왓츠는 정말 많은 부분에서 다이애나를 담아내위하여 노력하였으나 다이애나 왕세자비의 감정을 이끌어내기엔 다소 영화 스토리 등 부족한 것이 많은듯,0
train_675,어린시절부터 지금까지 잊을수 없는 명작 애니메이션!!!,1
train_676,"종교 화합도 기대보다 비중도 낮고, 이 정도의 로맨스 영화는 깔리고 깔렸다.",0
train_677,올드보이가 생각나는데 욕할뻔. . . .,0
train_678,아직도 발전이 많이 필요한 것 같다...,0
train_679,이런거 감상할줄 모르고 재미없다고 하는 애들은 가서 트랜스포머나 봐라,1
train_680,ㅋㅋㅋ 이것도 잼꼐봣는데,1
train_681,구라 안 까고 20분 보다 껐다.피식 웃음은커녕 계속보다간 속 터지겠다.,0
train_682,포가튼은 무슨 OOO이다... 뭐 수시로 뻥뻥하고 사람들이 하늘로 사라짐..,0
train_683,아...증말 머라 할말이...,0
train_684,뭔가 빠른 상황전개와 극적인 결말을 위해서 새로운 카메라 기법을 사용한건 좋았지만 그만큼 몰입하는데 방해가 됐다. 정신사납고 산만함....배우들의 연기는 좋았지만 대사전달이 ㅠㅠ 신선한 스토리는 좋지만 연출이나 장면묘사는 별로..,0
train_685,배우들은 잘못없다. 투자자들 돈받아서 이런망할거 만들어낸 감독과 작가가 한심한거지. 동방신기 휴~~~ 이걸 극장서 본사람들은 정말이지 ㅋㅋ,0
train_686,명불허전 인.어.공.주,1
train_687,네이버는 골 빈 것들만 모였나봐요.,0
train_688,'just enjoy the show' 돈을 쫓아가지말고 자신이 내키는 대로 살자,1
train_689,이거 재밌으면 영구와 땡칠이도 재밌다고 할 수준임ㅋ,0
train_690,너무 저평가되어있는 영화라서 올리겠습니다,1
train_691,스포츠 멜로물로는 잘만들어진영화이다.,1
train_692,"이건 정말, 철저히... 이유리의, 이유리에 의한, 이유리를 위한 드라마.였다.",1
train_693,중2때 극장 모퉁이에서 봤던 영화 ? 그때의 감동을 추억으로 더듬을 수 밖에 없는 쓸쓸함?,1
train_694,최근 코미디영화 본 것중에 가장 웃겼다.,1
train_695,일말의 동정도 없다,0
train_696,이유목적 불문한 쓰레기. 이것도 옴니버스라고.,0
train_697,이런거첨해본다? 참다참다 작은결혼식장에서 불끄고 신현준 나올때 딴데틀었다?짜증치밀어오름,0
train_698,아 볼트 너무귀엽고 웃기고 재밌다,1
train_699,좋다,1
train_700,꿈의 자동차 총출동! 엔초 페라리 VS 포르쉐 카레라 GT!!,1
train_701,진짜재밌음 잘만들고 연기잘함,1
train_702,"딱히 찝어낼수 있는 감동의 형태는 없지만, 삶의 모습과 방향은 참 여러가지라는 생각. 사랑의 모습과 방법은 각양각색이고, 변한다해서 사랑이 아니었던 건 아니다. 연출도 연기도 좋고, 흥미롭게 집중한 영화.",1
train_703,흔한_천조국의_게이물.avi,0
train_704,ㄱ- 헐.. 니콜라스가 아까워,0
train_705,그냥 원작을 그대로 만든 바뀐건 영어대사에서 일본어로 바뀐정도..원작시리즈를 봤으면 굳이 볼 필요가 없는 범작..,0
train_706,솔직히 괜찮았는데..7점 이상은 됌.,1
train_707,세월이 흘러도 빛을 잃지 않는 정패패의 우아한 액션,1
train_708,영화라도... 세상에 이렇게 괜찮은 남자가 있다니!!!,1
train_709,항상 진지하고 고급스러워야 잘만든 영화가되는 것은 아니다. 적어도 이 영화는 자신의 장르에 충실했다고 생각한다. 개인적으로는 테드보다 훨씬 재밌었다.,1
train_710,이 영화.. 최고다..,1
train_711,아...,0
train_712,아 너무아쉽네요 쪼끔만 더연장하지ㅠ 배우들 너무연기잘하셔서 몰입이 잘됫어요 특히 채시라씨!! 마지막화까지 눈물샘을 자극했다는ㅠㅠ,1
train_713,영화역사상 가장 위대한 배우/감독인 채플린에게 바치는 영화.,1
train_714,오늘 동키호테 봤는데 진짜재미있어욜~!,1
train_715,마지막 여운이 부족한 것을 다 채워 줬다.,1
train_716,갑작스런 이야기 전개에 놀랄 뿐이다.,0
train_717,왜0점은 없냐 죽기전에 침몰하는거 꼭보고싶다,0
train_718,15년 전쯤 본 영화인데 아직도 그 향기를 잊을 수가 없네요.,1
train_719,내가 본 애니 통틀어 최악;,0
train_720,기대한 것보다 재밌네요. 신인 배우들 연기도 풋풋하고 좋아요 ~^^ 다음영화도 기대할게요 힘내세요!,1
train_721,개봉한지 7년이 지나서야 보게된 영화 ...너무좋다..,1
train_722,"5시즌 들어서 끊었다,",0
train_723,헐~ 3편보다 재밌다..ㅋㅋㅋ,1
train_724,한집안의여자들이 정말 대단하네요 특히 송경령 멋지다~,1
train_725,피만 나온다고 다 영화가 되는게 아니랍니다..,0
train_726,[티모시달튼의 함정]이라는 제목으로 2003년 MBC에서 본 영화 재미는 별로,0
train_727,히든싱어 완전팬인데 아이유나온대서 안봤음~에이진짜담주는 꼭 볼게요~,0
train_728,"평생 기억할만한 영화,정상적인 소재는 아니지만",1
train_729,소재는 성인 껀데 연출은 초딩 꺼네,0
train_730,누가 월레스와그로밋에 10점을 주지않을수가 있는가~,1
train_731,진짜 재밌다.,1
train_732,난 이런 영화 좋더라........따뜻했어ㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓ,1
train_733,대학교가고싶어짐,1
train_734,멋지다.... 10자,1
train_735,애니가..18세부터 어른만보라고 18세청소년한테 일어나는데 청소년이 나이가안되서 못봐..ㅋ,0
train_736,아니 이거 옛날꺼잖아 왜보는거야ㅋㅋㅋ,0
train_737,이 영화는 이미 실화를 소재로 한 것 만으로도 10점을 주고 싶다. 개와 사람과의 사랑을 덤덤하게 또 잔잔하게 또 가슴 아프게 표현할 수 있을까. 익히 들었던 시부야의 하치를 또 다시 기억할 수 있어 좋았다. 정말.. 감명 깊었다.,1
train_738,정말 와닿는 한국의 이야기..,1
train_739,소재나 선정성은 둘째 치고라도 스토리가 완전 OOO기 연기도 OOOO 유이타츠미는 그렇다치고 여민정 쟤는 연기자 맞냐?,0
train_740,정말 웃기면서 성룡의 액션도 볼만한 영화였다 .,1
train_741,은근히 계속 긴장하게 만드는 흔하지 않은 스토리 전개가 좋았습니다.^^,1
train_742,내인생최고의드라마.,1
train_743,흔한 코메디.,0
train_744,재연배우들보다 연기 못하는 배우들만 모아놔서....참 내....이걸 영화라고...,0
train_745,김수미 임창정 예고편보고 낚였다.... 그장면보다 기분좋고 재미있는장면은 영화 전체 어디에도 없다.,0
train_746,두서없이 열어놓으니 봉합이 되지 않는다,0
train_747,지루하다,0
train_748,가슴이 먹먹......,1
train_749,나름대로 모든걸 보여줄려고 노력하는 모습이 좋았음,1
train_750,동화지만 정말 재밌게 봤어요 아름다운 색채!,1
train_751,헐-_-빌려봤다가 그냥 반납한 내생에 최초의 영화,0
train_752,쓰레기 죽을때 암이낫고 가지마 한마디에 마음이녹았다 까는놈들은 이해안가지만 오랜만에 재밌게본 한국영화. 아름답다,1
train_753,아빠 어디가 봤으면 익숙할것입니다. 재미 보장합니다.,1
train_754,운명의 장난. 어쩔 수 없는 불가항력인가보다...,1
train_755,이 때의 특수 효과가 현재 한국의 특수 효과보다 훨씬 좋네유. 어릴 때 재밌게 봤어유. 유아용이에유. 근디 제목 번역은 어느 바보가 한거야. 그냥 캐스퍼잖아.,1
train_756,아쉽다. 조금만더 꽁냥꽁냥 되지..<욕망,1
train_757,"살인의 추억급~ 치밀한 구성, 높은 완성도, 독특한 반전.",1
train_758,좋음,1
train_759,8점을 하고싶으나 평점이 좀 낮아서... 9점 클릭 했어요 그리고 영화가 전하고자하는 메시지가 상당히 많고 좋았습니다. 예지원씨 연기력도 굳!,1
train_760,난 저 둘을 믿었어...,0
train_761,정말 시간이 아깝다 차다리 종교방송을볼껄....,0
train_762,한마디로 최고임ㅋㅋ,1
train_763,태현오빠 짱♥이치 전우치 스릉흔드♥뒷북이지만ㅋㅋㅋ 다시보기로 이제봐서 죄송..;;,1
train_764,곧,0
train_765,잏,0
train_766,스토리도 정말 별거없구 엄청 지루함.,0
train_767,따뜻하고 잔잔한 감동의 이야기.,1
train_768,드라마에서 흔히 나오는 장면들을 짜집기 한 느낌...,0
train_769,그렇다고 7점대는 아니다,1
train_770,"창작의 자유라는 이름하에 한 범죄 중 하나. 이런 영화를 만든 사람들은 범죄자라고 생각한다. 국민기만, 역사왜곡, 국가모독 으로 퇴출되야한다.",0
train_771,감동과 추억이라까.....간만에 눈물이 글썽글썽.....아 감동,1
train_772,나도 1,0
train_773,시청률 한자리수인 이유가 있더라 ㅉㅉ,0
train_774,생각보다 네티즌 평점이 저조하네 엄청 잼나든데,1
train_775,"""""""이 영화에서 볼 만한 것은 제시카 알바의 샤워씬과 탱크탑 모습뿐이다"""" 라는 평이...""",0
train_776,재미나게 봤음~!,1
train_777,여우가 참 여우주연상감이네요,1
train_778,"안티플롯의 대표적인 영화라서 일반적인 기준(스토리가 인과관계에 따라 연계되는 스타일)로 감상하면 안됩니다. 표현력, 상징적인 부분의 연계성을 유심히 살펴보시면 좋을듯. 별점은 평점조절용임",0
train_779,성인영화도 아니다... 스릴러물 비슷하게 좀 만들러보려고 한 그냥 3류 영화,0
train_780,최고다,1
train_781,이런 거지 같은 영화... 산만하고 집중력도 없는 3류영화다.,0
train_782,역시 웨슬리 스나입스.. 좋다..,1
train_783,정말 막장드라마 아님!! 작가님이 말하고자하는것이 있음!!정말 연기 좋고 스토리 좋고 전개빠름!백년의 유산이랑 같이 붙었음 이겼을텐데안타까운드라마임,1
train_784,무미건조한 집착의 세레나데,0
train_785,여자 주연 참.... 이런 것들 만드는 한국이라는 국가 참...,0
train_786,로버트랑 우마서먼땜에라도 궁금해서 봤는데 이건뭐ㅋㅋㅋ평점10점이나 감명깊게봤다는 사람들 수준이 심히무섭네요 쓰레기가튼넘을 극미화시키고 여배우들로 좋게 포장한듯 보이나 감동도 메세지도없고..치명적인유혹?찌질하다못해 불쌍하기까지...,0
train_787,쓰네기,0
train_788,이런영화인줄 알았으면 안봤다.....지루해서 죽는줄 알았음.......,0
train_789,아름다운 마녀를 보는 것으로 만족할 수 밖에 없는 그냥 동화,0
train_790,처음외엔 정말 볼게 없는 영화,0
train_791,배우들의 역션신이나 연기같은건 좋앗는데에비해 내용은 진짜빈약 그냥 나쁜놈 쫓다가 죽이는게다 그과정에 몇명죽고,0
train_792,구름뒤에는 태양이 있다.,1
train_793,백마탄 왕자 컴플렉스의 남성버전. 선악이 뚜렷한 캐릭터들로 시청자들의 약을 바짝 올렸다가 권선징악의 단순한 속후련함으로 시청률을 유지하는 전형적인 한국형 여의도 드라마.,0
train_794,TV시리즈보다캐릭터면이 많이 안좋네요,0
train_795,변태국 일본,0
train_796,최악의 영화.. 속지말자.,0
train_797,지루하다..1점준놈들중 한국영화는 죄다 10점주는 M창있다.,0
train_798,d원표를 황비홍1때보고 나이를 연연하다니 ... 쾌찬차나 성룡홍금보원표의 트리오 시대를 못봣구만,0
train_799,가끔은 볼만한 액션이 끼어있긴 하다 ;;,0
train_800,실화라고 들었는데....과연,1
train_801,굳이 전편과 비교하지 않아도 이건 그냥 90년대 싸구려 구식 에로비디오에 지나지 않는다.,0
train_802,1점,0
train_803,나는 엄청 재미있던데 별로면 말고,1
train_804,남자 다운영화,1
train_805,말도안되는액션+감동을억지로짜내는듯한느낌=재미없다,0
train_806,유유,0
train_807,죽기직전 엄마를 보고 오열하는 가족들을 잊을수 없다...가족도 마땅한 친구도 없이 말도 할 수 없는 상태로 병동 침대에 누워있는 할아버지도 가여웠고 마음 속에서부터 눈물이 나오는 듯 했다... 하나님 왜 이렇게 힘든 삶을 살게 하셨나요...,1
train_808,이게 왜 7점? 잼나고 감동적이구만,1
train_809,정말 열심히 본 보람이 있다. 배우 캐스팅도 만점일 정도로 시너지가 완벽 발산.,1
train_810,쓸데없이 흔들어대는 카메라덕에 멀미만 남,0
train_811,이번에도 라이브를 수작으로 그려놔서 굉장히 좋았습니다. 매주 꼬박꼬박 챙겨보고 있는데 굉장히 재밌습니다. 추천!,1
train_812,정말 집중해서 재미있게 본 영화!,1
train_813,부끄럽지 않나? 무간도 ㅉㅉㅉ,0
train_814,대박임,1
train_815,람보.. 2편부터 미제국주의의 심볼아닌 심볼로 이상하게 변질되어 가다,1
train_816,영화는 머 인정ㅋㅋ실화니까 근데 난 무섭지는않앗음...,1
train_817,OOO기 영화 집어치워라,0
train_818,딱 고등학교 졸업작품수준 류현경빼고 연기자 죄다 어색 오글이냐 내용도 이상하고 감독찾아보니 84년생 여자 GG 칠민하네,0
train_819,시리즈 중 최악... 약발다한 프레디...ㅉㅉ,0
train_820,"최고의영화,말이필요없다..눈물,감동..재미..100%",1
train_821,평이하고 담백한 이야기. TV 단막극 같은 느낌.,0
train_822,잼XX,0
train_823,진짜재밋고 연기도다잘하시는데 이경이가당한만큼 못갚는게짱남 ㅡㅡ,1
train_824,멘붕이다 살려줘 하하하하,0
train_825,주인공에게 다가온 최대의 반전.. 간만에 좋은영화..,1
train_826,별점10주는 사람은 이해할수가없음 끝에도 허무하고 별로ㅡㅡ 최악의영화,0
train_827,뭘전하고자하는지는알겠는데 중간중간 어이없는연출들 빨간머리여자는왜나온거야,0
train_828,띄어주기 홍보용은 이제 그만.,0
train_829,정말 유치해서 못봐줄 수준의 3류 코미디,0
train_830,롤랜드 에머리히의 유일한 대작,1
train_831,유지태 놈이 떄문에 1점!,0
train_832,과연 믿고 보는 기타노 다케시,1
train_833,타마코 연출은 좋았어요 .. 예상치 못한 고백받았을때의 느낌이랄까 하지만 모치조군 뭔가 좀 부족하네요 스토리만 좀만 더 좋았어도 평점 10점 주는건데..재밌게 잘봤습니다.,1
train_834,소재는 좋았지만 처참할정도로 연출력 후달린 영화... 있던 감동도 뻥지게 만드는..,0
train_835,70년대 영환줄알았다. 사건의 원흉 민폐 낸시박사 OOO.,0
train_836,우리가 사는 인생을 꾸밈없이 영화에 담아놓았습니다.,1
train_837,학교에서 체육쌤이 보여주심ㅋㅋㅋ재밌었음ㅋㅋ,1
